rating,review,sentimen
1,aplikasi tolol lokasi ada di batu malang malah kebaca di jkt bisa gk seh bikin aplikasi fyi setting di map sdh saya setel,negatif
1,nyala akun hampir jam tapi sehari ga sampe padahal sebelum lebaran sehari bisa,negatif
5,cepat tepat terjangkaul,positif
5,bagus dan sangt membantu,positif
5,pake gojek dari sd sampe sma gapernah mengecewakan,positif
5,good lebih murah,positif
1,aplikasi penipu jangan percaya guys katanya ada cashback top up game mana jangan percaya guys katanya akun saya bermasalah bla bla banyak cocot,negatif
1,lebih aman  nyaman pake app lain,negatif
1,uang saya tdk masuk lg di perbaiki mulu lama jd ga bisa di pake,negatif
5,memudahkan saya untuk menginginkan sesuatu,positif
5,mempermudah mobilisasi,positif
1,teruntuk para driver gocar kalo emg ngga bisa anterin penumpang ke tujuan jangan diambil orderannya kalo emg lokasinya jauh sama orderan ya jangan diambil sampe akun hampir ke blokir gara driver pada ngga bisa anterin alesan lokasi jauh lah tolong bgt kalo emg g bisa anterin penumpang jangan diambil orderannya dan kalo mau cancel ya cancel dari drivernya,negatif
1,kok voucher gorideaja udah ga bisa di klaim,negatif
1,isi gopay menggunakan aladin tetapi tidak masuk saldonya,negatif
5,go transitnya enak kalo mo kemanamana di jabodetabek,positif
5,aplikasi yang sangat amat membantu keseharian dengan promonya,positif
5,komunikasi yang baik,positif
2,pas lagi hujan walau cuman gerimis doang susah banget dapet driver gojek udah gitu jauh semua posisinya,negatif
5,okelahh,positif
5,cihuy cepet cuy driver nya gak pernah telat gw,positif
3,cukup,positif
5,simpel penggunaan nya,positif
2,bagus layanan aplikasinya tapi iklan nya benerin dulu masa gaada tombol tutupnya gila ya annoying iklannya,negatif
5,puas sama aplikasi ini,positif
1,ada beberapa gojek gofood selalu minta uang parkir,negatif
1,udah sejam nyari kurir ga nemu nemu,negatif
1,sulit sekali batalin orderan harga pengiriman dan biaya lain ga ngotak,negatif
2,tombol dial untuk mengangkat telpon dari driver tidak muncul hanya nada dering saja yg muncul,negatif
5,seneng mau kemna jd mudah,positif
5,terimakasih gojek,positif
5,app bagus sangat membantu thanks ya,positif
1,ngasih vocher tapi gak bisa digunakan,negatif
5,gojek i love you,positif
1,driver nya tidak sopan saya kecewa,negatif
5,best transportasi online,positif
5,ramah cekatan,positif
5,safety comfot,positif
1,maaf yah para konsumen driver gak bisa lagi melayani anda dengan baik ongkir kami makin murah ambil jauh potongan gede ada juga argo cm rb rupiah tidak manusiawi sedangkan operator ambil untung besar,negatif
3,lama gojek ngeselin ya bentar main blokir gopaylater nya pdhl selalu bayar tepat waktu malas kalau gini gunain apk gojek lg,negatif
5,help my travel and help my daily,positif
1,padahal waktu itu saya sudah tersedot uang langganan namun setelah itu masih saja terasedot walaupun sudah bayar gojek skrng tidak bisa diandalkan,negatif
1,suka ga sesuai titik,negatif
5,mantaabs,positif
5,trimakasih golek atas kerja sama ny semoga makin sukses,positif
1,udah berkali kali instal ulang tetap gak bisa dapat driver mau pakek semua layanan ttp sama padahal di dekat lokasi ada driver dan dari pihak gojekpun gak ada perbaikan sama sekali kecewa banget,negatif
5,semakin update,positif
1,tidak ada jeda cancel makanangimana kalo saya ga ada cash,negatif
5,makasih gojek dah hampir hari smp bsok siang saya kg mkn krna kena saspen harigojek lbih pilih omongan kastamer yg kg tau spa yg salah kg mau dukung drever ny motor jg kg kebayar bisa bsok saspen ny di buka motor di tarik krna kg bisa bayar mohon klo menindak lanjut kesalahan itu harus dengerin keluhan drever ny jg gojek,positif
5,sep gojek paling mantap,positif
5,cepat baik,positif
5,selalu memberikan oelayanan yg terbaik,positif
3,pagipagi jangan ngasih driver yang jauh lah masa ga ada driver deket sama sekali payah,negatif
5,simple,positif
1,gomart nyebelin ngapain d adain gomart kalo barang pas ke toko gk ada barang ny mna main d kosongin ajah gk bisa d tuker brg rugi saya nyesel pesen d gomart,negatif
1,buruk mending app lain,negatif
1,aplikasi ini mengajarkan pelanggannya kek orang ga mampu bayar orang ongkos sih goceng cuih,negatif
1,kesel bgt sama waktu tunggu gofood masa cust minimal hrs nunggu jam dulu buat bisa cancel orderan gf ini restonya bermasalah hampir jam orderan saya blm diproses ngehubungin bantuan malah dijawabnya sama robot minta dibatalin malah gabisa katanya orderan udh dikonfirmasi resto restonya bermasalah loh ini minimal hargain lah waktu tunggu customer atau adain live chat ini nyari live chat juga ga nemu tolong lah adain live chat customer jangan dikasih ngobrol sm robot doang,negatif
1,aplikasi sialan cuma gagal login doang sampe menit notif orang udah gawat darurat,negatif
1,makanan udah jadi tapi dapet drivernya aja lama bngt dari jam lho laper bgt ini,negatif
1,driver gocarnya suka cancel di jogja jadi males,negatif
3,maps penjemputan sering ga pas tlg di perhatikan dan di perbaiki lagi maps penjemputan,negatif
1,driver banyak dan dekat tapi loading lama dan dapat driver jauh,negatif
2,susah dapet driver sekalinya dapet jalan nya lama  jaraknya jauh,negatif
4,kecewa banget udh lama jg jdi pengguna setia gojek baru kali ni order gofood di batalin sepihak ama restodrivernya tanpa persetujuan tanpa tanya terlebih dahulu ke cstmr order mknan jg dlm jumlah cukup bnyk mau buat acara sm rekan mana nungguin lama banget ternyata dpt notif pesanan di batalin sepihak tanpa tanya dlu ke cstmr tlng dong gojek di tandainkasih sanksi gitu kek ke restodriver yg kelakuannya kyk gitu tysm,negatif
5,selalu yg terbaik,positif
3,ongkirnya terlalu murah gw enak kalau jadi cs tapi kasihan drivernya dikasih harga murah makanya kalau gw pesen gw lebihin ga tau ini aplikasi masih aja murahin jasa org pada ga mikir apa,negatif
5,tarif bersahabat,positif
5,semua baik,positif
5,bagus layanan ny terimakasih tepat waktu,positif
5,belum dapat pin,positif
1,kelarangen ongkire,negatif
5,cuman buat kerja kelompok sama dianter driver,positif
5,sejauh ini bagus,positif
5,mehnyenangkan,positif
3,kenapa udah langganan gojek plus promo voucher goride gofood dan lainnya tidak masuk lagi yah di akun saya padahal sebelumnya belum langganan gojek plus ada promo vouchernya dan disaat memesan gofood pakai gojek plus biaya ongkir nya jauh lebih mahal drpada diskon gojek plusnya,negatif
5,be the best,positif
1,kenapa ya driver gojek itu manja manja tidak ada yang tahan banting hujan dikit ngeluh psn makan az susah nya minta ampun suka cansel sendiri dah nunggu lama e gak tau nya driver nya alasan hujan padahal gak hujan alasan macet padahal jalanan lancar emang aneh driver gojek di bali manja manja,negatif
1,makin lama makin apk sampah iniisi saldo ada pemberitahuan masuktapi saldonya ga masukmenjijikkan,negatif
1,iklan gak jelasgw gak minat,negatif
1,cs nya tolol sih,negatif
5,dengan aplikasi gojek saya jadi lebih mudah pesan makan the best lah kalo lagi malas keluar cari makan gojek solusi nya,positif
1,knp skr susah sekali booking d lempar sana sini driver jg tdk mau cancel segera orang udah nunggu lama kan jdi menyusahkan kalau lagi burujadi keteteran waktu nya,negatif
5,terima kasih gojek,positif
5,tolong tambah fitur untuk menambah menu di resto yg sudah di order jadi tidak harus buat orderan baru,positif
5,cukup puas dgn layanan nyaterimakasij gojek indonesia,positif
2,saya tidak bisa login ke apk ini katanya apk ini butuh pembaruan cepat tapi pas saya liat di play store apk nya sudah versi terbaru maksudnya gimana ini mohon responnya min,negatif
5,bagus uy,positif
1,di suspen kali gara ketololan pelanggan yang gaptek naro alamat sama titik pengantaran paket sesuai eh ternyata alamat pengantaran paket y bukan sesuai di aplikasi gojek driver pelanggan tolol tetep di bela sama gojek,negatif
1,kita nya sungkan buat mbtalin pesanan ojol nya malah suka batlin seenaknya,negatif
1,jangan tamak kalian woi mitra driver panasan kehujanan di jalan kalian makan sendiri pendapatannya,negatif
5,untuk saat ini oke banget ini aplikasinya,positif
5,the best setia dari awal ada ojol,positif
1,chat cs bukan cs beneran manusia melainkan robot,negatif
5,amg lama yaa kalo nge gofood,positif
1,top up saldo sekian udah ada biaya admin tuh disitu pas masuk masih aja dipotong rb yaelah jd mau transaksi saldonya kurang seribu perak soalnya topup nya dipas nominalnya lagian pake gopay juga cuma sekali doang buat promo di merchant sebelah please stop nyusahin orang gak usah potong saldo gak ada energi gw buat tantrum mana kagak bisa topup rb perak buat nutupin kurang nya siapa sih rule regulator nya terus aja potong saldo konsumen lama biaya adminnya jadi goceng,negatif
2,sebenernya aplikasinya bagus sayang bgt akhir ini saya sering bgt di tolak driver,negatif
1,tolong dong di perbarui lg investasi emas y udah satu minggu lebih uang g naik malah turun,negatif
1,titik koordinat jarang banget sesuai kalau bisa sistemnya diperbaharui,negatif
5,membantu sekalisaya suka saya suka betul betul betul,positif
3,buat cari gocar atau go ride sih lumayan murce ya tapi yang ngga habis pikir itu di go food kenapa ongkir selalu mahal dan pelit voucher plis lah masa makanan rb jadi buat satu item doang ngga worth it,negatif
1,kasih pengemudi gojek rb tiap orderan buat beli bensin,negatif
5,gabungkan menjadi satu seluruh ekosistem layanan goto saat ini agar semakin lincah bermanuver dan lebih fleksibel berkompetisi di kawasan,positif
5,sejauh ini puas dengan layanannya,positif
5,aplikasi bagus membantu semua kalangan dalam beraktifitas,positif
1,saya pengguna lamatapi saya kecewa pakai apk inijdi saya mau copot apl nyasoalnya klo pesan gofood g ad diskon utk bayar codudh g menarik lg apl ini,negatif
1,udahh nggak ada otak biaya penanganannya jadi males pesen lewat go food,negatif
5,memuaskan selama ini pelayanan sangat bagus good job,positif
5,efektif dan efisien,positif
5,terimakasih atas kerjasama dan kebaikan kk memakai aplikasi gojek semoga sehat selalu dan berkah,positif
5,god job,positif
5,apps terbaik untuk akses kemana ajah,positif
1,aplikasi kurang bermanfaat,negatif
5,bagus maju terus goto,positif
1,lama bgt anjir driver nya bt bgt kocak,negatif
1,barusan naik gocar pengemudinya lempar uang karena merasa ongkos gak masuk akal terlalu murah kami dapat potongan rb ongkos jd rb jadi khawatir naik gocar kasihan mitra driver jd kaya orang stres alhasil saya tambahin jd bayar rb krn kasihan beruntung saya bisa mengendalikan emosi,negatif
3,sering minta di batalkan oleh driver karna harga dari custemer driver dapet rb karna alasan promo di tanggung driver jd banyak yg minta d batalkan,negatif
5,bagus pelayanannya thank you,positif
5,gojek dengan standar harga yang pas,positif
1,gojek ini tipikal kapitalis macam telkomsel semakin sering pakai harga nya malah makin naik nanti kalau udah lama gak pakai bisa sedikit murah lagi kalau mau customer stay harusnya yang konsisten,negatif
5,pelayanan oke banyak promo menarik nya,positif
5,mantep emg gojek dibanding yg lain wkwk,positif
5,mau pergi kemana aja jd gampang,positif
5,sangat membantu keren,positif
1,makin mahal biayanya padahal saya udah pake gojek dari th lalu ada biaya penangananada biaya parkir padahal kan driber tinggal ambil saja mana yg aku pesen cuma es teh cuptiap hari dan saya pengguna tiap hari pasti pake klo tdk segera di evaluasi sy pindah vendor sebelah aja thanx,negatif
5,gojek seperti teman dalam kesulitan ketika tak ada kendaraan untuk berpergian driver gojek setia mengantarkan,positif
5,saya suka aj pke gojeq,positif
4,sering beli makan via gofood enak praktis,positif
1,saya mau mengdukan kluhan saya terhdap oknum driver gojek dia gak ambil ordran tpi menyelsaikan ordrean saldo saya jadi kepotong bukan maslah saldonya tpi cara dia menolak gak gak ada kata menolak malah menyelsaikan tanapa ambil penumpang atau tanpa anter penumpang ke tujuan dari kmrin tnggal mei saya jarang buka aplikasi sekli lapor ke aplikasi malah di tutup sangat kecwa dengan pengwasan gojek yg tidak sesuai karna orng tnpa ambil penumpang bisa bisa nya menyelsaikan ordran dan,negatif
3,sekarang order gofood lama banget dapet drivernya sekarang ada sistem gabungan pengantaran makin jadi lama,negatif
1,worker gak amanah aku pesen gojek antar barang orang rumah sudah bayar malah pas sampai di aku disuruh bayar lagi,negatif
1,driver suka marah marah gak jelas aplikasinya juga kadang error ,negatif
5,mantapdriver nya sopanramahcepat,positif
5,sangat bgus,positif
5,driver nya ramah banget,positif
4,min tolong perbaiki titik nya suka ngaco,positif
1,ongkos driver dipangkas menjadi ribu cs tau nya harga normal kejam nya gojek,negatif
5,belanja pas lg promo kebetulan lg hbs,positif
5,aplikasi keren,positif
2,banyak driver yang etika nya kurang sopan,negatif
1,tolong beri terguran terhadap drivermu yang seenaknya jidat kerangnya ngasih komentar negatif terhadap customer karena customer selalu mengasih tip kepada driver tolong tindak tegas driver kalian kami kecewa atas rating kami yang buruk di go partner kalian mohon di baca atau aku mention ke gmail go jek biar seluruh driver kalian di beri nasihat untuk tidak seenaknya mengasih rating yang kurang enak kepada customer karena akan berdampak ke lain driver saya sering mesen tapi kenapa kalian jahat,negatif
5,gojek thebest,positif
5,menyengkan,positif
1,buruk bangetmasa udah hampir hari mau ngirim pake gosend gda yg pick upsekali ada yg pick up tp ga di follow up,negatif
5,drivernya ramah,positif
5,enak kalo ada ini kemana aja gampang,positif
3,saya beri rating bintang dulu karena saya klik gopulsa masih blm bisa,negatif
5,membantu sekali tp kadang driver suka cancel dengan alasan mobil tiba mogok,positif
2,awal enak sih ak suka tapi lama kon suka ga bisa di buka ya,negatif
5,mantap penjemputan cepat,positif
1,bisa ga rating toko resto buat makan lama biar ga ush pakai gofood bikin emosi tunggu lama restonya buruk pelayanan,negatif
1,aplikasi parah tiba tiba saldo saya di potong rb sial,negatif
1,sangat buruk gojek malah makin buruk,negatif
1,daftar gopather cuma di phpin doang,negatif
1,sangat buruk sekali,negatif
5,sangat bagus ku lek pesen mkanan cepat,positif
5,makananya enak semua makasih gojek,positif
2,ditungguin sampe jam lebih keburu laper eh malah di batalin sama sistem mau nya apa sih,negatif
5,good jobs,positif
1,jeleq,negatif
1,aplikasi tolol mesen makan estimasi waktu ga jalan nunggu lama padahal pake prioritas,negatif
1,pesan gofood delay lama dan tidak bisa dicancel,negatif
5,semenjak pindah dr findaya jadi aneh gojek gak seasyik dlu gopaylatter sama gopay pinjam gak bisa di buka limit masih sisa banyak tapi gak bisa di pake trus buat apa ngasih limit ribet n aplikasi eror,negatif
1,uang hangus malah suruh hubungi bank pdhl hrsnya refund dr tokonya,negatif
5,drivernya pengalaman dan ramah,positif
5,pemsanan mudah dan cepat,positif
1,suka update tiap update bawa masalah baru makan memori belum kalau ada driver songong,negatif
1,hapus pinjol,negatif
5,tolong sejahterakan pengemudi,positif
1,kantor gojek surabaya tidak memuaskan,negatif
5,pelayanan bagus sopir ramah,positif
1,customer service bobrok viral di ig x tiktok gara klaim asuransi kecelakaan naik goride ke cover ga sampe separo shame on u,negatif
5,driver ramah nyaman,positif
5,ramah menyenangkan,positif
5,mantap skrang banyak promo nya,positif
5,gosong burger nya kakkebabnya tidak mozarela dan dingin,negatif
5,sesuai pesanan,positif
1,udah versi terbaru tiap buka disuruh ke versi terbaru,negatif
5,ya bagus,positif
3,pinpoint lokasi gak tepat sasaran harus jalan m dari rumah,negatif
1,baru kepencet beli go food mau langsung batalin nggak bisa,negatif
2,gojek akhirakhir ini jarang bgt kasih promo,negatif
5,respon driver cepat mksh,positif
5,murah semoga sesuai ekspetasi,positif
5,cocok dengan kebutuhan pp kerja,positif
5,cukup membatu,positif
5,semua jadi mudah dan cepat pakai gojek makasih gojek,positif
5,selalu ada buat konsumen oke,positif
5,tepat waktu pengantaran,positif
5,okey banget,positif
5,membatu dan memudahkan,positif
5,seneng banget pakai aplikasi ini sat set,positif
1,susah banget dapet gocar kalo lg hujan bisa ga masuk akal jga harganya,negatif
5,cepat dan baik pelanannya,positif
3,fitur chat tolong dikembalikan lagi ga bisa tempel fitur dari galeri biasanya saya pandu driver pake ss peta ke lokasi dituju supaya driver ga muter n salah jalan maps nya masih ngawur arahnya tolong ga ush update kalo maslaah yg sebelumnya belum terkondisikan n justru menurun,negatif
1,biaya penanganan admin mahal parah beda sama grab,negatif
1,mohon untuk pihak manajemen atau driver untuk lebih baik lagi kali batal booking hingga harga naik smpe rb untuk goride masih tidak ada yang mau menerima orderan,negatif
1,lama dapet driver,negatif
1,buruuk mau kirim sameday gagal teruz,negatif
5,trimakasih orang baik,positif
5,sangat bagus sip,positif
1,aplikator kgk jelas harga sudah di mark up masih ada biaya admin dll hingga harga beli di tempat promo termasuk,negatif
3,aku kasih  soalnya pas lagi main game selalu ada iklannya padahal aku pake aplikasinya kurangin iklannya plis,negatif
5,sangat memuaskan driver bisa di ajak ngobrol,positif
5,aplikasi ini sangat membatu kerenn,positif
1,gajelas cancel driver harga nya berubah jadi mahal kocak,negatif
1,kasihan drver potongan nya gede,negatif
1,gila gojek ga bgt better grab,negatif
5,cepat pelayanan bagus,positif
5,tksh kerja sm nya,positif
5,lengkap semuanya ada disini,positif
1,percuma menu goshop di aplikasi gojek gk ada gunanya drivernya gk ada yg mau ambil,negatif
5,maksih  selalu bisa dipercya,positif
1,driver gocar kok kayak gk butuh customer ya lama bgt di puter puterin kesana kesini pdhl g lagi nganterin penumpang gojek tolong dong di tindak lebih tegas lagi udh g pake promo juga ini order nya,negatif
5,bagus banget aplikasi uni,positif
1,iklan lu gaje,negatif
2,harga kalah bersaing dengan tetangga laporan pengaduan cs ke operator lambat sekali,negatif
1,pakai gopay later tapi diblokir alasannya karena telat bayar taguhan padahal selalu bayar tepat waktu itu lagi kenapa coba harus terhubung dengan aplikasi xl untuk pembayaran menggunakan gopay later jika memang tidak bisa harusnya di putuskan ajakocak,negatif
1,aplikasi jelek kebanyakan lay off nih gisend gak bisa telp gak bisa kirim chat cenayang kah kita,negatif
1,iklan lu ganggu banget ajg,negatif
1,psn makanan sllu telat pdhl pke express trs uang express nya ga di kembalikan lgi pdhl telat nya lama bgt prcma pke express mau cancel juga gabisa hrus nunggu lama lagi mohon diperbaiki lgi utk pembatalan pesanan krn ud nunggu sejam lebih gbs di batalin juga ditulisnya dalam smpai misalnya  menittp stlh  mnt buka apk nya lgi malah ga berubah ttp  mnt,negatif
5,nice pokoknya,positif
2,akhir akhir ini gocar suka bermasalah ato memang mau nyari masalah,negatif
1,hujan dikit pada gak mau ngambil  tapi make autobid,negatif
1,pelayanan gofood ketika hujan tidak baik lamanya datang makanan katanya solusi ketika hujan tp malah pelayanan dari aplikasinya rendah,negatif
1,dibatalkan mulu sama driver nya,negatif
5,selalu ok jadi transpotku,positif
2,mahal sekali untuk gofood nya promo nya gaada,negatif
1,aplikasi parah,negatif
1,potongannya konyol,negatif
1,laporan kekurangan belanja berbelit belit sudah dikirim bukti foto struk pembelian dianggap kurang bukti belanjanya malam dan ketahuan barang kurang pagi sebagian juga udah dikonsumsi,negatif
5,solutif,positif
1,sudah beberapa kali pesen gocar supirnya kek orang kaya orderan minta di cancel udah banyak duit kali yah,negatif
1,driver pada sombong gak mau pickup,negatif
2,waktu itu pesen makan lama bgt pdhl cuma km loh mana ongkos nya k,negatif
5,jembot asu,positif
5,sangat membantumohon ditingkatkan lg,positif
2,fitur one tap pada pesanan sangat ceroboh saya tiba memesan padahal belum seharusnya yang saya inginkan melihat rincian pembayaran,negatif
2,gojek mohon kalo ada driver yang lama lansung di pecat aja salah nya saya sudah menunggu lama padahal jarak nya menit pas saya batalin dia marah ke tempat saya kalo masih ada orang kek gini mending saya pindah aplikasi yang lain aja,negatif
5,selalu pakek kemana mana,positif
1,aplikasi gajelas sekarang mesen gosend belasan kali di tolak mulu aplikasi gak bermutu,negatif
1,terlalu mahal gojek ini jarak cuman m rb makanya sepi peminatnya hanya kalangan atas beda kayak dlu,negatif
1,nunggu driver ny terlalu lama jam saya nunggu mana udah kelaparan lagi gimana sih,negatif
1,susah bener dapet gocar pas hujan,negatif
1,gojek kok jelek sekarang lama sekali batalin pesanan gak bisa muakk muakk,negatif
5,terimakaaih,positif
1,minimal kalo hujan ttp bisa pesen dek,negatif
5,hbskan kouta aja g bsa download aplikasinya perkecil ukuran aplikasi agar tidak sering update terus,positif
5,diskonnya lama good,positif
1,menu lainnya mana ini setelah update kok jadi ilang mau ganti pin,negatif
1,penuh memori masa harus gopay di download pass pembaruan aplikasi mencari keuntungan double seperti internet jaman nokia n kalau mau internet pulsa habis,negatif
5,pakai gojek urusan jadi mudah paati ada jalan,positif
5,joz,positif
5,aplikasi yang sangat membantu untuk berpergian dan mencari makan saat kelaparan di tengah malam,positif
1,drivernya banyak alesan untuk cancel mohon diperbaiki,negatif
5,sejauh ini masih aman semoga keamanan untuk penumpang selalu diprioritaskan jangan sampai membahayakan penumpang terima kasih sopirnya telah ramah kepada penumpang disfruten del viaje,positif
1,aplikasi bagus dan sangat membantu tapi mungkin bisa diedukasi ke driver terutama gojek comfort saya bebrapa kali make fitur itu tapi ada suatu kejadian kendaraan yang datang beda dengan yang tertera diaplikasi jujur saya milih fitur gojek comfort biar nyaman tapi kenyataannya kendaraan beda okelah kalo plat beda modeljenis kendaraannya sama ini bener bener beda kendaraan plat juga beda dan bisa dibilang bukan termasuk gojek comfort tolong gojek atasi keluhan ini,negatif
5,mantul,positif
5,keren lah aplikasi nya,positif
1,jelek lemot,negatif
1,gabisa di download cok,negatif
5,terimakasih sdh menyetir dg aman nyaman,positif
1,pesen lama,negatif
5,aplikasi yang bermanfaat untuk aq yg nga bisa bawa kendaraan,positif
5,terimakasih kakak driver datangnya ontime dan mengantar keluarga saya dengan selamat,positif
5,aplikasi wajib ada,positif
1,tolong driver nya ya di disiplinkan lagi masa saya menunggu jam lebih di malam hari dichat dan telfon ga diangkat bagaimana saya ga panik seperti itu buruk sekali driver nya tolong di indahkan,negatif
5,baik semua plynny,positif
1,aplikasi jelek drivernya gk mau ambil pesanan,negatif
5,bagus pelayanannya ramah,positif
5,aman,positif
4,lumayan buat nyingkat waktu,positif
1,pengantaran lama,negatif
5,tepat wktu ramah,positif
5,bagus buat mencari transportasi dengan efisien,positif
5,nyaman dan menyenangkan abangnya baik dan sopan pisan deh,positif
5,selalu puas dengan pelayanannya makasih gojek,positif
5,aplikasi yg bagus promo nya banyak tapi sayang banyak juga syarat dan ketentuan berlakunya,positif
3,susah dapat driver,negatif
5,alesha ainalhaya,positif
5,saya sbgai customer kecewa di saya ongkos ribu tetapi saya tnya ke driver dapatnya cuma ribu dari kramat ke thamrin city terlalu gede ambil potongannya driver modal motor bensin hp n kuato blm lagi beli spart part yg skrg sdh pada naik semua itu driver yg tanggung bukan aplikator,positif
1,driver ga ramah terus plat nomor nya kebanyakan ga sesuai sm yang di apk nya,negatif
1,ini tiba tiba logout pas mau masuk lagi minta otp sms ke nomer udha di isi malah minta otp x di coba berkali kali sampe di uninstall trs instal ulang masih gagal otp x tolong di perbaiki,negatif
1,saya sering rugi pake gojek ini terutama di gofood mulai skrg saya dan teman sudah ga mau pake aplikasi ini,negatif
5,barokallohufikum,positif
5,the besst,positif
5,membantu banget buat kaum mager,positif
1,sangat tidak remokend lama dan tidak bisa dibatalkan,negatif
1,saya tf di app gopay transaksi sukses tapi saldo bank saya belum masuk udah  hari,negatif
3,stiap naik gocar slalu bau asap rokok tolong ditingkatkan lagi kenyamananya,negatif
5,aplikasi yg sangat membantu klo ada kapolda kapoluan dapur mantap,positif
5,mumer,positif
1,akhir ini setiap gofood terlalu lama mendapatkan driver estimasi menit bisa sampai jam,negatif
4,mantap walau ongkir gofoodnya mahal skali vouchernya sdikit tapi mantap karna pesanan goride pertama dpt diskon,positif
5,pop,positif
1,aneh sama aplikasi ini gua ga punya utang apapun w di teror terussuruh bayar utang paylater atau apapun itu di aplikasi gojek sedangkan gua ga pernah aktifinlahh apa yang gua bayar nyett,negatif
1,woyy saldo gua kemana baru aja topup tpi di aplikasi masih noll,negatif
1,kami melihat driver di media sosial begitu kejam gojek ambil potongan ke driver begitu besarteryata kita pesan oderan besar nilai ongkos nyabegitu sampai ke driver murahkm sebagai konsumen kecewaterhadap aplikasi gojek,negatif
4,semakin update malah semakin merugikan driver nya pendapatan makin di akalin mengecewakan,negatif
1,pacar gw jadi bt di bawa gojek hujan hujan tanpa mantel,negatif
5,aplikasi mantapp diskon mulu,positif
5,bisa aku beli seblak teruss pas malem jadi membantu bgtt buat aku yg suka seblak,positif
5,sanga baik,positif
1,banyak masakan scam,negatif
5,pengiriman cepat dan amanah,positif
1,orderan  setengah jam gak bisa di cancel,negatif
1,disiplinkan mitra anda mitra anda ini penyumbang pelanggar lalulintas terbanyak se indonesia,negatif
5,mntap bisa kemanamana galang ga susah susah sekarang tingal klik aja,positif
1,payah dan tidak ada adil sistem aplikasi gojek ini terhadap akun customer gojek yg sepertinya tidak bersalahtapi akun customer gojek saya dibekukan apa karena kejadian di saat saya mengorder ke layanan go car wkt itu telah terjadi pembatalan orderannya secara banyakkan di saat terjadi pembatalan orderannya yg secara terus menerus begitu juga kan disebabkan dari sisi pihak driver anda yg jadinya pada akhirnya orderan yg saya order tsb terjadi pembatalan,negatif
2,aduh pesen gofood drivernya banyak yang pemalas tolong di seleksi lagi keburu lapar,negatif
5,jazakumulloh khoiron katsiro,positif
2,pesan gocar dapat yg jauh mulu pengemudi juga sering milih milih argo pdhal kita dapat harga dari aplikasi mohon diperbaiki layanannya sebelum banyak yg pindah aplikasi,negatif
1,setiap order dapat driver yang jauh banget posisinya orang order ride ingin dijemput segera bukan harus nunggu menit orang order makanan ingin segera bukan tunggu lama karena driver jauh dari resto kasihan driver dapat order dengan jarak jemput di atas kmkm,negatif
5,all good,positif
5,sangat senang dan puas dengan pelayanannya,positif
1,di kasih limit juta di gopay pinjam tapi gak bisa tarik hampir tiap hari di kasih notif promo pinjaman di suruh cairin limit gopay pinjam benerbener sakit bgt hati maksudnya apa gitu ya ngeledekin bgt,negatif
5,selalu membantu disaat lagi ada perlu,positif
1,bisnis monopoli ga jelas makanan yg halal dan haram,negatif
5,selalu tepat waktu ramah sopan klo bingung mau makan apa ada saran penyajian,positif
5,cepat pkokx,positif
5,terimakasih bang ghosend semangat terus,positif
1,ga ada peningkatan setiap pagi pasti selalu susah dapet driver padahal lokasi di tengah kota,negatif
5,dukung terus yok perusahaan teknologi lokal indonesia gw kesini karena dapat kabar grab mau akusisi goto,positif
5,ngebantu banget sih semenjak aku pekek gojek mamak ku udah berani ninggalin aku sendiri di rumah karena di gojek aku bisa pesan gofood pesan kendaraan pokoknya dbest deh,positif
2,selalu ditolak utk pinjam di gojek pdhal selalu byr sblm waktunya,negatif
4,sangat membantu untuk bepergian dan sangat puas dengan pelayanannya,positif
1,driver nya kurang fleksibel jarak km aja gak mau anter,negatif
5,tetap konsisten dalam pemberian tarif jangan ada pemaksaan berbayar jika pingin ada order kayak aplikasi sebelah maju bersama gojek anda adil berkah buat kemajuan gojek,positif
5,baik sangat membantu banget,positif
1,pelayanan gojek sangat sangat buruk banget saya pesan dimana dapatya dimana padahal yang dekat ada tapi kenapa dapatya yang jauh kwnapa ga yang terdekat saja makaya saya pindah ke gerbb saja setuju,negatif
1,kapok sumpah pake gopay susah masuk verifikasi muka padahal sudah di face malah tidak bisa masih mending pake dana,negatif
5,pengiriman sesuai ok,positif
5,aplikasi sangat membantu dan banyak promonya terima kasih gojek,positif
1,kebayakan update,negatif
4,on time hemat,positif
2,gofood per hari ini knp lama ya padahal kmrin saya order normal aja hari ini kali pesan tulisannya udh dijalan sampai dlm menit tp ditungguin ampe stgh jam lbh msh gitu aja dimap ga jln tulisannya tetep menit mulu saran saya klo emang reguler mesti nganter pesanan lain dulu jgn ditulis tiba dlm mnt ato sekian yg intinya sbntr lg tp ditungguin lama ga dtg mending pas udh pasti antar ke kita baru diblg udh jln gtu biar ga buang waktu nungguin ga jls,negatif
5,bagus cepat dan tepat,positif
1,order sekali dateng driver nya orang,negatif
1,saya pesan makanan dengan estimasi yang terlambat sangat lama mana nggk bisa di cancel seharusnya ada opsi untuk pembeli go food kalau waktu jauh melebihi estimasi bisa di cancel atau setidaknya ada room chat buat pembeli dan pihak resto buat berpesan terlambat hampir  jam itu apa maksudnya  kalo memang resto atau driver nggak bisa on time langsung beri info biar saya tidak menunggu lama  kalo memang tidak bisa setidaknya ngomong  biar saya punya opsi cari di tempat lain ,negatif
1,hapus aja aplikasinya kalo makin kesini udah ga jelas,negatif
5,noh puas,positif
